,ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,cellchat_pvals
10294,Cxcl12,Cxcl12,0.10080645161290322,0.0,7.3557024,Ackr3,Ackr3,0.20483870967741935,0.0,ASPC,SMCs & Pericytes,0.0,1.0
10293,Calr,Calr,0.16263440860215053,0.0,7.3557024,Scarf1,Scarf1,0.21774193548387097,0.0,ASPC,SMCs & Pericytes,0.0,1.0
10587,Apoe,Apoe,0.12414965986394558,0.0,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10291,Wnt5a,Wnt5a,0.12231182795698925,0.0,7.3557024,Ptprk,Ptprk,0.9161290322580645,0.39639001969787946,ASPC,SMCs & Pericytes,0.0,1.0
10290,Fgf1,Fgf1,0.23790322580645162,0.0,7.3557024,Cspg4,Cspg4,0.2,0.0,ASPC,SMCs & Pericytes,0.0,1.0
10289,Rims2,Rims2,0.17204301075268819,0.0,7.3557024,Abca1,Abca1,0.2532258064516129,0.031413653012447924,ASPC,SMCs & Pericytes,0.0,1.0
10588,Calr,Calr,0.12698412698412698,0.0,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10589,Psap,Psap,0.4200680272108844,0.06193857563347813,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10285,Grn,Grn,0.15053763440860216,0.0,7.3557024,Sort1,Sort1,0.36451612903225805,0.054935492013626845,ASPC,SMCs & Pericytes,0.0,1.0
10284,Agt,Agt,0.14650537634408603,0.0,7.3557024,Enpep,Enpep,0.5580645161290323,0.17610747374275137,ASPC,SMCs & Pericytes,0.0,1.0
10283,Agt,Agt,0.14650537634408603,0.0,7.3557024,Agtr1a,Agtr1a,0.24516129032258063,0.0,ASPC,SMCs & Pericytes,0.0,1.0
10282,Igf1,Igf1,0.478494623655914,0.06995818908576973,7.3557024,Igf2r,Igf2r,0.2435483870967742,0.0,ASPC,SMCs & Pericytes,0.0,1.0
10281,Wnt5a,Wnt5a,0.12231182795698925,0.0,7.3557024,Fzd4,Fzd4,0.3370967741935484,0.053326536027490164,ASPC,SMCs & Pericytes,0.0,1.0
10280,Rgma,Rgma,0.15053763440860216,0.0,7.3557024,Neo1,Neo1,0.2564516129032258,0.035484761880668424,ASPC,SMCs & Pericytes,0.0,1.0
10279,Ntn1,Ntn1,0.1424731182795699,0.0,7.3557024,Neo1,Neo1,0.2564516129032258,0.035484761880668424,ASPC,SMCs & Pericytes,0.0,1.0
10278,Wnt5a,Wnt5a,0.12231182795698925,0.0,7.3557024,Mcam,Mcam,0.43548387096774194,0.06169223970904755,ASPC,SMCs & Pericytes,0.0,1.0
10277,Ntn1,Ntn1,0.1424731182795699,0.0,7.3557024,Mcam,Mcam,0.43548387096774194,0.06169223970904755,ASPC,SMCs & Pericytes,0.0,1.0
10574,Nid1,Nid1,0.20238095238095238,0.0,7.3557024,Itgav,Itgav,0.2903225806451613,0.04565601706168523,Endothelial cells,SMCs & Pericytes,0.0,1.0
10573,Adam9,Adam9,0.18253968253968253,0.0,7.3557024,Itgav,Itgav,0.2903225806451613,0.04565601706168523,Endothelial cells,SMCs & Pericytes,0.0,1.0
10385,Calr,Calr,0.11087693197784941,0.0,7.3557024,Tshr,Tshr,0.10967741935483871,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10483,Fgf10,Fgf10,0.17293233082706766,0.0,7.3557024,Fgfr1,Fgfr1,0.4483870967741935,0.06340369495520103,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10497,Pdgfc,Pdgfc,0.23759398496240602,0.0,7.3557024,Pdgfrb,Pdgfrb,0.6419354838709678,0.18958898989927803,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10496,Farp2,Farp2,0.24962406015037594,0.0,7.3557024,Plxna4,Plxna4,0.2129032258064516,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10495,Farp2,Farp2,0.24962406015037594,0.0,7.3557024,Plxna2,Plxna2,0.47096774193548385,0.06682559153601841,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10494,Ntrk3,Ntrk3,0.4781954887218045,0.08254831194048293,7.3557024,Ptprs,Ptprs,0.13870967741935483,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10493,Vegfb,Vegfb,0.17669172932330826,0.0,7.3557024,Nrp1,Nrp1,0.7629032258064516,0.31519688200156026,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10549,Lamb2,Lamb2,0.1933106575963719,0.0,7.3557024,Itga7,Itga7_Itgb1,0.35161290322580646,0.05377643418175232,Endothelial cells,SMCs & Pericytes,0.0,1.0
10491,Fgf1,Fgf1,0.18421052631578946,0.0,7.3557024,Nrp1,Nrp1,0.7629032258064516,0.31519688200156026,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10489,Rgma,Rgma,0.13909774436090225,0.0,7.3557024,Bmpr2,Bmpr2,0.44516129032258067,0.061940388721956,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10487,Fgf1,Fgf1,0.18421052631578946,0.0,7.3557024,Fgfr2,Fgfr2,0.1435483870967742,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10486,Fgf10,Fgf10,0.17293233082706766,0.0,7.3557024,Fgfr2,Fgfr2,0.1435483870967742,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10485,Sparc,Sparc,0.19172932330827067,0.0,7.3557024,Fgfr1,Fgfr1,0.4483870967741935,0.06340369495520103,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10484,Fgf1,Fgf1,0.18421052631578946,0.0,7.3557024,Fgfr1,Fgfr1,0.4483870967741935,0.06340369495520103,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10482,Nid1,Nid1,0.2721804511278195,0.0483340044529291,7.3557024,Ptprf,Ptprf,0.15161290322580645,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10468,Hsp90b1,Hsp90b1,0.13007518796992482,0.0,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10481,Ntrk3,Ntrk3,0.4781954887218045,0.08254831194048293,7.3557024,Ptprf,Ptprf,0.15161290322580645,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10479,Sparc,Sparc,0.19172932330827067,0.0,7.3557024,Eng,Eng,0.15,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10478,Fgf1,Fgf1,0.18421052631578946,0.0,7.3557024,Tgfbr3,Tgfbr3,0.6290322580645161,0.20385045620304282,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10477,Sorbs1,Sorbs1,0.955639097744361,0.4752574885456565,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10476,Vcl,Vcl,0.3255639097744361,0.056533962473549575,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10552,Lgals1,Lgals1,0.23412698412698413,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10475,Tln1,Tln1,0.1511278195488722,0.0,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10474,Ltbp1,Ltbp1,0.1293233082706767,0.0,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10473,Ltbp3,Ltbp3,0.14360902255639096,0.0,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10472,Col4a2,Col4a2,0.2894736842105263,0.05074715633987652,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10471,Adam9,Adam9,0.16842105263157894,0.0,7.3557024,Itgb5,Itgb5,0.22096774193548388,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10470,Sdc2,Sdc2,0.20601503759398496,0.0,7.3557024,Ptprj,Ptprj,0.21451612903225806,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10498,Pdgfc,Pdgfc,0.23759398496240602,0.0,7.3557024,Flt1,Flt1,0.1,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10499,Lamb1,Lamb1,0.2,0.0,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10501,Lamb2,Lamb2,0.11428571428571428,0.0,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10503,Calr,Calr,0.1511278195488722,0.0,7.3557024,Tshr,Tshr,0.10967741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10531,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Met,Met,0.11290322580645161,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10527,Psen1,Psen1,0.1683673469387755,0.0,7.3557024,Notch3,Notch3,0.5370967741935484,0.16171755569127136,Endothelial cells,SMCs & Pericytes,0.0,1.0
10526,Psen1,Psen1,0.1683673469387755,0.0,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10525,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10524,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10532,Adam17,Adam17,0.2698412698412698,0.04272744970091455,7.3557024,Met,Met,0.11290322580645161,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10533,Timp3,Timp3,0.373015873015873,0.0613312021352745,7.3557024,Met,Met,0.11290322580645161,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10523,Bsg,Bsg,0.18270676691729323,0.0,7.3557024,Slc16a7,Slc16a7,0.25,0.00766792645186129,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10522,Bsg,Bsg,0.18270676691729323,0.0,7.3557024,Slc16a1,Slc16a1,0.34516129032258064,0.05142126061015326,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10535,Adam12,Adam12,0.14682539682539683,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10521,Alb,Alb,0.15714285714285714,0.0,7.3557024,Fcgrt,B2m_Fcgrt,0.1338709677419355,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10519,Rtn4,Rtn4,0.2789473684210526,0.0490604755803601,7.3557024,Rtn4rl1,Rtn4rl1,0.10967741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10518,Psap,Psap,0.40225563909774437,0.06385670372103612,7.3557024,Ar,Ar,0.14516129032258066,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10517,Retn,Retn,0.8203007518796992,0.3284322881100421,7.3557024,Cap1,Cap1,0.1435483870967742,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10516,Adipoq,Adipoq,0.7879699248120301,0.3072783963445932,7.3557024,Adipor1,Adipor1,0.15161290322580645,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10514,Calr,Calr,0.1511278195488722,0.0,7.3557024,Scarf1,Scarf1,0.21774193548387097,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10513,Fgf1,Fgf1,0.18421052631578946,0.0,7.3557024,Cspg4,Cspg4,0.2,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10509,Grn,Grn,0.12030075187969924,0.0,7.3557024,Sort1,Sort1,0.36451612903225805,0.054935492013626845,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10537,Adam9,Adam9,0.18253968253968253,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10538,Jam3,Jam3,0.16439909297052155,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10507,Agt,Agt,0.42105263157894735,0.06948813323664824,7.3557024,Agtr1a,Agtr1a,0.24516129032258063,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10506,Igf1,Igf1,0.493984962406015,0.0793118781045747,7.3557024,Igf2r,Igf2r,0.2435483870967742,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10505,Rgma,Rgma,0.13909774436090225,0.0,7.3557024,Neo1,Neo1,0.2564516129032258,0.035484761880668424,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10541,Vwf,Vwf,0.11961451247165533,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10543,Lamb1,Lamb1,0.17063492063492064,0.0,7.3557024,Itga7,Itga7_Itgb1,0.35161290322580646,0.05377643418175232,Endothelial cells,SMCs & Pericytes,0.0,1.0
10469,Col4a1,Col4a1,0.7030075187969925,0.23964289919840664,7.3557024,Cd47,Cd47,0.18225806451612903,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10467,Lpl,Lpl,0.8887218045112782,0.41615620696801625,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10386,Slit2,Slit2,0.12761385238449457,0.0,7.3557024,App,App,0.7322580645161291,0.2297337791340427,Adipocytes,SMCs & Pericytes,0.0,1.0
10401,Psap,Psap,0.44900404992148113,0.06346256968580243,7.3557024,Ar,Ar,0.14516129032258066,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10417,Adam17,Adam17,0.1631578947368421,0.0,7.3557024,Met,Met,0.11290322580645161,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10416,Adam10,Adam10,0.1586466165413534,0.0,7.3557024,Met,Met,0.11290322580645161,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10414,Adam10,Adam10,0.1586466165413534,0.0,7.3557024,Tspan12,Tspan12,0.6903225806451613,0.23540591400533098,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10568,Tgm2,Tgm2,0.1473922902494331,0.0,7.3557024,Sdc4,Sdc4,0.36451612903225805,0.059288052987529,Endothelial cells,SMCs & Pericytes,0.0,1.0
10412,Psen1,Psen1,0.13909774436090225,0.0,7.3557024,Notch3,Notch3,0.5370967741935484,0.16171755569127136,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10411,Jag1,Jag1,0.14135338345864662,0.0,7.3557024,Notch3,Notch3,0.5370967741935484,0.16171755569127136,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10410,Psen1,Psen1,0.13909774436090225,0.0,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10409,Jag1,Jag1,0.14135338345864662,0.0,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10408,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10407,Adam10,Adam10,0.1586466165413534,0.0,7.3557024,Notch2,Notch2,0.19516129032258064,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10404,Alb,Alb,0.13294487147698156,0.0,7.3557024,Fcgrt,B2m_Fcgrt,0.1338709677419355,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10402,Rtn4,Rtn4,0.21278618067608893,0.0,7.3557024,Rtn4rl1,Rtn4rl1,0.10967741935483871,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10400,Entpd1,Entpd1,0.11856351764608646,0.0,7.3557024,Adora1,Adora1,0.10161290322580645,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10466,Psap,Psap,0.40225563909774437,0.06385670372103612,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10399,Retn,Retn,0.47140259525580624,0.06772319086749887,7.3557024,Cap1,Cap1,0.1435483870967742,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10398,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor1,Adipor1,0.15161290322580645,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10396,Calr,Calr,0.11087693197784941,0.0,7.3557024,Scarf1,Scarf1,0.21774193548387097,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10569,Lamb1,Lamb1,0.17063492063492064,0.0,7.3557024,Itga1,Itga1,0.646774193548387,0.20379137990562185,Endothelial cells,SMCs & Pericytes,0.0,1.0
10395,Fgf1,Fgf1,0.24468964377221258,0.0,7.3557024,Cspg4,Cspg4,0.2,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10394,Rims2,Rims2,0.1900983552359699,0.0,7.3557024,Abca1,Abca1,0.2532258064516129,0.031413653012447924,Adipocytes,SMCs & Pericytes,0.0,1.0
10392,Igf1,Igf1,0.1302586990660385,0.0,7.3557024,Insr,Insr,0.582258064516129,0.1805833632232955,Adipocytes,SMCs & Pericytes,0.0,1.0
10572,Rtn4,Rtn4,0.30612244897959184,0.0486012840815256,7.3557024,Cntnap1,Cntnap1,0.1435483870967742,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10390,Grn,Grn,0.13104388792462188,0.0,7.3557024,Sort1,Sort1,0.36451612903225805,0.054935492013626845,Adipocytes,SMCs & Pericytes,0.0,1.0
10389,Agt,Agt,0.19100752128275064,0.0,7.3557024,Enpep,Enpep,0.5580645161290323,0.17610747374275137,Adipocytes,SMCs & Pericytes,0.0,1.0
10388,Agt,Agt,0.19100752128275064,0.0,7.3557024,Agtr1a,Agtr1a,0.24516129032258063,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10387,Igf1,Igf1,0.1302586990660385,0.0,7.3557024,Igf2r,Igf2r,0.2435483870967742,0.0,Adipocytes,SMCs & Pericytes,0.0,1.0
10418,Timp3,Timp3,0.29097744360902256,0.057288826161384664,7.3557024,Met,Met,0.11290322580645161,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10419,Adam10,Adam10,0.1586466165413534,0.0,7.3557024,Tspan14,Tspan14,0.2887096774193548,0.04517321894828908,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10421,Adam17,Adam17,0.1631578947368421,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10422,Adam9,Adam9,0.16842105263157894,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10465,Calr,Calr,0.1511278195488722,0.0,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10464,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Lrp1,Lrp1,0.2467741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10463,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Aplp2,Aplp2,0.19838709677419356,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10462,Lamb2,Lamb2,0.11428571428571428,0.0,7.3557024,Rpsa,Rpsa,0.2532258064516129,0.03319479112361797,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10460,Igfbp4,Igfbp4,0.19774436090225564,0.0,7.3557024,Lrp6,Lrp6,0.8725806451612903,0.472722732105469,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10553,Nid1,Nid1,0.20238095238095238,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10458,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Tnfrsf21,Tnfrsf21,0.1338709677419355,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10457,Calr,Calr,0.1511278195488722,0.0,7.3557024,Itgav,Itgav,0.2903225806451613,0.04565601706168523,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10454,Adam9,Adam9,0.16842105263157894,0.0,7.3557024,Itgav,Itgav,0.2903225806451613,0.04565601706168523,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10453,Anxa1,Anxa1,0.5526315789473685,0.21440832363435663,7.3557024,Dysf,Dysf,0.10967741935483871,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10452,Rtn4,Rtn4,0.2789473684210526,0.0490604755803601,7.3557024,Cntnap1,Cntnap1,0.1435483870967742,0.0,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10556,Angpt1,Angpt1,0.17233560090702948,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10557,Col8a1,Col8a1,0.1388888888888889,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10449,Lamb1,Lamb1,0.2,0.0,7.3557024,Itga1,Itga1,0.646774193548387,0.20379137990562185,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10448,Tgm2,Tgm2,0.15413533834586465,0.0,7.3557024,Sdc4,Sdc4,0.36451612903225805,0.059288052987529,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10445,Tgm2,Tgm2,0.15413533834586465,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10443,Col5a1,Col5a1,0.12481203007518797,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10441,Col5a2,Col5a2,0.18571428571428572,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10559,Col7a1,Col7a1,0.1717687074829932,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10561,Col18a1,Col18a1,0.1054421768707483,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10563,Fbn1,Fbn1,0.11564625850340136,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10564,Tgm2,Tgm2,0.1473922902494331,0.0,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.0,1.0
10432,Lamb2,Lamb2,0.11428571428571428,0.0,7.3557024,Itga7,Itga7_Itgb1,0.35161290322580646,0.05377643418175232,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10426,Lamb1,Lamb1,0.2,0.0,7.3557024,Itga7,Itga7_Itgb1,0.35161290322580646,0.05377643418175232,Adipocytes_2,SMCs & Pericytes,0.0,1.0
10565,Adam12,Adam12,0.14682539682539683,0.0,7.3557024,Sdc4,Sdc4,0.36451612903225805,0.059288052987529,Endothelial cells,SMCs & Pericytes,0.0,1.0
10595,Col4a1,Col4a1,0.6978458049886621,0.23167420111958842,7.3557024,Cd47,Cd47,0.18225806451612903,0.0,Endothelial cells,SMCs & Pericytes,0.0,1.0
10238,Fgf1,Fgf1,0.23790322580645162,0.0,7.3557024,Fgfr1,Fgfr1,0.4483870967741935,0.06340369495520103,ASPC,SMCs & Pericytes,0.0,1.0
10237,Fgf10,Fgf10,0.17473118279569894,0.0,7.3557024,Fgfr1,Fgfr1,0.4483870967741935,0.06340369495520103,ASPC,SMCs & Pericytes,0.0,1.0
10026,Mfge8,Mfge8,0.17419354838709677,0.0,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10039,Nid1,Nid1,0.3580645161290323,0.05486978629492781,7.3557024,Ptprf,Ptprf,0.14728682170542637,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10038,Ntrk3,Ntrk3,0.6080645161290322,0.2102140442716744,7.3557024,Ptprf,Ptprf,0.14728682170542637,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10037,Gnai2,Gnai2,0.10967741935483871,0.0,7.3557024,Igf1r,Igf1r,0.5813953488372093,0.18616322505874164,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10035,Sparc,Sparc,0.3419354838709677,0.05282079677390664,7.3557024,Eng,Eng,0.10077519379844961,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10034,Tgfb2,Tgfb2,0.13225806451612904,0.0,7.3557024,Eng,Eng,0.10077519379844961,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10033,Tgfb2,Tgfb2,0.13225806451612904,0.0,7.3557024,Tgfbr3,Tgfbr3,0.6589147286821705,0.23592470445725944,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10032,Fgf1,Fgf1,0.2467741935483871,0.0,7.3557024,Tgfbr3,Tgfbr3,0.6589147286821705,0.23592470445725944,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10031,Sorbs1,Sorbs1,0.8370967741935483,0.3820907945604396,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10030,Vcl,Vcl,0.5790322580645161,0.1732805932973275,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10029,Tln1,Tln1,0.3096774193548387,0.04910032908832126,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10028,Col18a1,Col18a1,0.1064516129032258,0.0,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10027,Ltbp3,Ltbp3,0.16612903225806452,0.0,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10025,Col4a2,Col4a2,0.44193548387096776,0.06305365746012614,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10002,Gnai2,Gnai2,0.10967741935483871,0.0,7.3557024,Cav1,Cav1,0.2713178294573643,0.04300763365756028,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10024,Adam9,Adam9,0.17096774193548386,0.0,7.3557024,Itgb5,Itgb5,0.2248062015503876,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10023,Tgfb2,Tgfb2,0.13225806451612904,0.0,7.3557024,Acvr1c,Acvr1c_Tgfbr2,0.3798449612403101,0.059320969153040456,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10021,Tgfb2,Tgfb2,0.13225806451612904,0.0,7.3557024,Acvr1,Acvr1_Tgfbr2,0.18604651162790697,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
10019,Vtn,Vtn,0.11612903225806452,0.0,7.3557024,Cd47,Cd47,0.20155038759689922,0.0,SMCs & Pericytes,Neuronal-like cells,0.0,1.0
